dataset,timestamp,complete_accuracy,complete_edges,complete_max_in_degree,config_1_accuracy,config_1_edges,config_2_accuracy,config_2_edges,config_3_accuracy,config_3_edges,alpha_0.01,alpha_0.1,alpha_0.5,alpha_1.0,alpha_2.0,best_alpha,learned_accuracy,learned_edges,learned_max_in_degree,accuracy_difference,execution_time
sprinkler,2025-05-11 12:56:21,0.8398058252427184,4,2,0.8592233009708737,5,0.8592233009708737,5,0.8592233009708737,5,0.8592233009708737,0.8592233009708737,0.8592233009708737,0.8592233009708737,0.8592233009708737,0.01,0.8592233009708737,5,2,0.01941747572815533,2.221196174621582
